"","biweek","date","den.cases.str1","den.cases.str2","den.cases.str3","den.cases.str4","births"
"605",7,2009-03-26,108,13,0,6,1873
"606",8,2009-04-09,169,7,0,7,1872
"607",9,2009-04-23,156,21,0,7,1871
"608",10,2009-05-07,120,8,0,0,1870
"609",11,2009-05-21,124,52,0,10,1869
"610",12,2009-06-04,125,67,0,10,1868
"611",13,2009-06-18,249,71,0,9,1867
"612",14,2009-07-02,238,88,13,25,1866
"613",15,2009-07-16,143,69,0,51,1865
"614",16,2009-07-30,121,114,0,28,1864
"615",17,2009-08-13,169,82,0,42,1863
"616",18,2009-08-27,214,51,0,43,1862
"617",19,2009-09-10,201,62,0,40,1861
"618",20,2009-09-24,220,99,0,68,1860
"619",21,2009-10-08,294,75,0,43,1859
"620",22,2009-10-22,263,78,3,54,1858
"621",23,2009-11-05,305,49,0,40,1857
"622",24,2009-11-19,309,67,2,37,1856
"623",25,2009-12-03,335,19,0,26,1855
"624",26,2009-12-17,236,52,0,60,1854
"625",1,2010-01-01,265,25,0,36,1853
"626",2,2010-01-15,270,28,0,31,1852
"627",3,2010-01-29,294,48,0,53,1851
"628",4,2010-02-12,356,44,0,70,1850
"629",5,2010-02-26,288,31,0,83,1849
"630",6,2010-03-12,307,30,0,66,1848
"631",7,2010-03-26,301,38,0,75,1847
"632",8,2010-04-09,249,10,3,58,1846
"633",9,2010-04-23,238,26,0,96,1845
"634",10,2010-05-07,286,25,0,80,1844
"635",11,2010-05-21,401,55,0,95,1843
"636",12,2010-06-04,616,56,2,155,1842
"637",13,2010-06-18,639,92,0,159,1841
"638",14,2010-07-02,953,124,0,319,1840
"639",15,2010-07-16,1095,194,0,376,1839
"640",16,2010-07-30,1223,162,0,606,1838
"641",17,2010-08-13,1236,108,0,520,1837
"642",18,2010-08-27,1155,115,0,507,1836
"643",19,2010-09-10,1101,81,0,501,1835
"644",20,2010-09-24,928,89,0,399,1834
"645",21,2010-10-08,802,98,0,367,1833
"646",22,2010-10-22,777,82,0,352,1832
"647",23,2010-11-05,522,60,0,301,1831
"648",24,2010-11-19,322,23,0,217,1830
"649",25,2010-12-03,245,16,0,147,1829
"650",26,2010-12-17,159,4,0,61,1828
