"lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
14,0,44,-672.290339793943,129.111520993632,124.615860400669,143.940848838338,123.528081748963
27,9,59,-494.966408751291,139.736484702359,163.408553407708,127.3165092277,138.675971978553
19,7,47,-544.699777128463,127.663918311124,154.334784820668,132.835927248292,164.672215776803
19,8,37,-797.693826798823,135.40954767132,156.52030500929,131.538414173302,159.504688227231
22,8,61,-600.38203040707,121.820365599063,115.204919441514,118.289230434598,148.043846825147
21,10,40,-501.657485429938,114.9370967649,127.443353407741,147.474066416895,109.139872223668
106,45,200,-404.384695315319,122.602455153082,138.393206967674,126.756000081446,131.48878516308
31,4,64,-386.391576165027,118.180834430597,115.105508085145,140.623538624306,155.578040956513
69,29,153,-832.45231198889,103.853834680267,131.790637788068,147.467484378781,134.904970586068
28,8,66,-633.066332245924,164.512446144964,138.473380705998,170.49283867664,126.274212792446
38,10,85,-615.131951271735,184.24567433015,147.230577153068,137.955720288074,124.996651613504
22,5,58,-607.110031202904,139.072569523528,157.165749265695,130.365289868743,164.55258875203
22,5,66,-542.561631043495,106.496362391,119.972894859466,121.247978734088,158.66433019571
67,17,185,-620.219190657348,128.944085916437,134.535899734359,152.10955908984,117.728537118978
15,3,32,-895.797684574782,125.256950037641,139.996395193493,143.213223166394,154.05929288151
25,12,48,-718.092338469905,128.239613002838,137.653856119637,161.460092962111,149.598031169809
41,8,94,-591.098936861736,127.378053264787,199.056881876818,117.996782039776,158.352186208484
36,8,151,-838.995571725799,105.60201376211,136.080280717498,125.194399176122,128.999500606582
38,8,90,-530.966650417349,119.030464827103,137.537381108445,144.705734644932,110.452247019887
42,11,118,-280.42464483486,136.52322457157,140.785357201017,110.946509096916,120.724283548873
36,18,65,-336.78599192808,157.834040425312,117.939134574303,135.632242968376,131.826454083014
107,47,200,-305.136830631409,117.719623365036,126.077541356322,140.821446126391,134.297967730567
22,8,42,-418.562148911934,106.363325906478,137.747608795625,114.440152308396,147.160324990872
39,20,67,-531.241761692507,138.262123423027,131.00021678135,156.458129660149,176.260847155267
36,15,73,-423.398632140404,137.966698766895,131.284744922561,114.764446814759,155.267291169712
23,9,48,-619.928524087316,146.774289597369,173.457348224,114.839226124845,141.677269587065
37,22,57,-554.890225520383,153.460607836686,154.42761512349,155.816139903025,139.986924024741
30,14,57,-264.479463336856,112.523132432256,158.139530276536,116.65137852638,161.175932318486
30,17,48,-394.925036539468,104.559576893501,200.605450432558,136.155943536595,136.274347406912
57,11,200,-420.169234829555,135.283016477182,147.620263239936,141.464747928764,131.806175565377
30,4,72,-535.534904629202,103.770205411344,96.8837849568195,143.063936162454,113.939648784352
40,19,70,-631.348761202333,125.627896942815,141.348277316529,113.452612824838,161.802590270866
31,12,84,-589.500428633419,123.880740599292,126.686413077691,144.771646708588,141.993959414255
26,13,47,-602.159859801471,114.538956404195,158.301876242504,126.51839912288,134.489265046543
68,20,200,-415.708433905898,138.586351208324,131.378619465568,135.652642182326,116.610449938249
16,4,42,-355.311951369845,115.96811458361,128.865798526701,143.117983564172,123.375621805306
30,15,54,-339.253591050234,173.989409959885,149.872333682363,117.964801999608,139.635134629123
46,16,82,-320.923914980884,114.005950877134,117.316181594228,135.336367672372,144.8701931406
29,0,72,-285.093041338761,121.442832175265,153.823473473239,109.898954046005,139.938212587602
25,12,48,-446.294070242865,143.861410672196,120.513884960482,145.61286202836,130.736450993847
30,4,89,-424.799704873028,107.857835623525,109.491098366678,147.75432590926,129.573370795496
28,14,51,-387.313073798062,133.98942434093,165.360404048393,142.097160748084,115.873045574849
41,22,70,-370.885041699583,127.021353645321,155.9448943896,134.358587320566,136.153741911386
61,27,161,-335.5916493359,135.619655685178,138.819997127104,139.567281718882,142.211047806141
33,16,57,-470.574421670042,109.584010251236,157.208975983344,135.529865172608,125.685291269853
39,13,96,-409.109872292098,98.745389795012,123.920186850635,101.088603110456,106.801617581746
32,8,74,-500.395069916384,128.658256374989,125.736704216267,171.853587994298,128.009565137363
18,4,41,-557.575237270807,123.659556566852,157.845416871437,147.180956957863,135.950030613482
29,7,57,-608.098275751577,115.759022587709,152.066615830239,120.497700242693,111.142297980288
21,6,46,-369.278171477696,135.191605065774,111.93457658192,166.689959913741,119.509897158533
43,19,107,-434.129775856971,106.030283950244,149.903128400295,123.809295540448,98.8055108057707
14,0,52,-525.46734128438,132.192206545825,165.907308246889,124.860446145197,142.591010655124
35,9,87,-335.097806067742,115.261454616844,133.17715755414,135.121089138464,118.846246168008
47,21,134,-413.468535263696,143.073976145048,138.62839819479,153.205424367524,153.712116986122
95,33,200,-405.697435265598,132.966719415443,147.861765359316,155.759664241161,148.11875489103
34,14,74,-708.10473047195,124.420465703641,149.801089004057,136.716224502451,134.498991345495
36,19,57,-670.482140524747,153.584011444052,174.834796091513,133.760689526227,115.570768702589
41,20,77,-657.080217398027,122.685975844946,155.068286492007,147.242425883778,123.770779209902
0,0,51,-443.772356367614,117.727867139302,158.599974592605,129.487445877381,124.410455055389
40,17,82,-392.770506529093,129.108762662404,160.238734340372,123.174596502483,121.768829752078
10,0,28,-428.043867878785,118.215364987366,106.168070816084,118.212298757829,146.294923883232
42,16,87,-509.759337282345,146.439228333465,149.310991581938,136.263774090447,118.152958011156
18,6,38,-1006.89603136787,156.44091119859,158.737538778442,137.156440289319,138.612282568479
27,11,47,-819.206476194776,141.164839079215,123.521687735518,151.067143958438,126.720204835238
20,4,54,-364.343170837793,109.914828109132,136.869649019271,137.187743163833,131.834929159284
7,0,153,-512.742822606706,105.005930781675,133.040342026357,115.567619474188,130.107776460266
0,0,171,-397.477259442749,155.196412280573,111.826322424878,119.751331873233,124.263103210751
39,15,98,-453.709843857666,153.501734168336,126.197547631478,100.849815952714,140.452209324573
40,17,88,-425.900634356369,137.908057209174,109.484687999681,135.694561597658,166.746184766482
52,19,137,-667.565957151337,128.107401985182,125.717174544824,138.327998339325,119.117068732843
25,5,126,-502.025847115978,144.055446000965,111.840849219425,134.651172574321,120.598648763246
29,10,200,-470.395897793714,119.360542132375,145.880686521447,126.541095275849,157.008654876519
23,5,73,-402.949295573343,154.834167366925,130.810004022891,123.297142455691,197.050625823573
24,8,70,-733.720916444561,173.043421879972,143.27131204788,146.63186926591,163.705479760286
77,34,200,-354.793482360194,128.559892567881,151.917639613551,135.041292848403,140.170468315506
31,14,62,-539.431211032334,127.826654006536,122.080692368933,142.871221538724,165.598355269436
95,13,200,-243.383807898015,123.367357718239,161.581769640267,139.250078896353,153.550854651467
21,9,48,-648.487893346144,114.503875119266,159.489738766957,128.815875695341,147.073596802491
26,9,66,-490.805358893427,125.359033750276,150.431255344611,110.582176255631,127.458767423988
31,14,56,-458.991809906691,133.934570688731,170.591214638773,154.203120918307,126.949436764818
28,14,50,-333.173391696465,129.55626474312,159.64496712284,113.368096654544,125.681491445415
64,29,147,-447.725654910697,102.511108382423,121.565688787621,128.458626264369,155.603759910026
141,0,200,-353.382009592643,123.971848549326,152.926011676326,129.292782150058,130.500163762359
200,55,200,-350.674700518408,116.892505398156,132.39902720919,126.858042463915,117.437457759997
14,3,32,-660.153592388328,147.192621224813,137.965264822284,133.728702943081,128.990136448987
49,24,94,-336.692222902905,138.540823671591,138.850982439809,94.1016668395797,136.149444066915
49,13,130,-386.131638835388,137.7088071263,134.083693164255,134.460287740662,154.455411378326
31,17,51,-511.874137247742,139.531347192894,156.4255814289,130.08837991531,120.875456629155
18,4,55,-657.759155022423,119.834911625126,140.245717090905,137.9859222075,157.565695800062
33,15,64,-690.137062759509,174.081838626552,138.602251451543,157.498969228304,107.202987511912
38,8,91,-431.103134525992,112.247639122458,125.744841799658,133.839086655112,120.840668130554
27,14,45,-435.559178106722,142.791564297706,150.072629958172,157.054845348832,143.215727638998
52,24,128,-439.955992594097,140.486408861821,218.046340452714,146.34365215115,162.458654772341
36,18,64,-508.769527839209,155.833554518806,147.088454096218,112.898561534593,147.189132711497
57,23,131,-460.937998869956,124.301100228997,152.808605079247,194.928422911341,133.86191398099
29,10,55,-810.406034881508,104.690456190243,125.254145041691,146.441448148977,152.449706586851
52,21,113,-441.628826226608,133.385433938226,151.8784431995,127.211519205105,154.290944643879
40,19,71,-412.233895903697,119.978418690923,153.873339913802,144.07072829894,106.142076236743
21,7,40,-684.798483303648,148.597514068942,127.691840494833,119.06162066628,166.662352605338
26,9,50,-637.738732025277,158.573157798074,168.677355710519,129.457166298433,125.131944678174
36,19,59,-471.272472406555,134.350664452709,151.955374207062,146.275593521228,145.115196423073
33,11,83,-543.285160082153,107.210028604195,148.478603847142,119.181718546372,136.145650410792
47,16,122,-392.48611067845,107.282017398411,94.5084191412204,124.000264476586,157.364541928096
60,26,122,-377.760670258711,146.884262868376,173.096441656772,232.436926224614,185.838782812358
39,23,60,-551.703806751425,144.034714064207,141.10183847868,153.454137534,157.136128917497
164,32,200,-338.291595295094,123.919590455986,130.853579426509,146.81906661621,166.361867603133
4,0,24,-421.756054931347,125.882651312423,121.897057030797,88.5029059089585,174.39637144497
27,11,56,-480.646467857371,156.447905745935,136.248686419592,145.007888924633,132.415254567931
35,16,62,-523.4130908494,149.914392960506,95.1485811476286,127.829004046168,143.325149974827
13,4,25,-399.720628188366,121.497724083974,152.279043340249,122.055257431843,128.285537866705
45,18,124,-372.518556563444,119.078350848898,144.912221802874,114.402234760078,130.032741964076
55,19,159,-341.939842651342,149.241850659734,175.6452790095,123.761000617306,133.0067681202
57,29,107,-311.459329512161,147.03346619848,136.875424485862,136.672308918264,111.740355154389
59,13,200,-430.033469582447,131.039547683889,150.355085888042,134.9765518992,149.719002403025
6,0,24,-601.412500998732,121.584881553691,124.658504930239,108.825049111263,143.169914594652
6,0,102,-308.237791144581,124.286164649198,134.495446674472,120.252499398508,133.131838452031
97,30,200,-353.441853748004,126.235069621924,158.20364280092,138.792795401784,134.599373334722
26,12,52,-733.704836052763,144.916718031496,156.883587016001,121.490232372738,141.46657100897
0,0,14,-359.953294514787,135.107669681861,272.548893372917,111.915932761905,140.908562504758
21,1,59,-368.4117332422,143.931629163101,163.718225095922,124.01123446683,112.720936265849
22,9,38,-922.677963973393,136.452794651762,141.984011967769,150.024046583549,149.239788331313
36,18,61,-391.338907138344,120.542451035628,149.547931070534,153.436561501981,179.347872623004
45,17,94,-445.07407556932,136.29398439178,165.968349096207,146.267294547362,111.202598623762
16,4,36,-487.110900302637,117.305844058062,133.920135979058,128.481918645513,144.439252011046
38,16,67,-861.442997596921,153.385242921442,135.139445406298,175.791269657847,180.183116453172
23,7,60,-286.249132409616,100.358566932331,164.642961152643,114.388391803849,117.671247163878
60,13,166,-418.0203000157,130.142742177723,119.840036818109,114.188816556628,136.859621043539
83,17,200,-570.769334100445,151.618148202071,140.69268977443,179.280796557991,162.182687709839
137,55,200,-218.619192941542,121.534331559496,135.745932383631,173.789000016227,138.582146055623
37,8,97,-373.854037497598,139.426039321919,141.931825920255,135.913055078347,124.290372177782
20,6,43,-600.467126082152,150.673671020733,127.219750394096,149.601018815891,153.602657557534
21,2,44,-501.431023133479,146.841192960257,178.599500123706,125.022335975308,122.870740376605
87,22,200,-448.871264999176,107.385022885611,142.219030624868,154.896638913576,131.71825204605
34,18,67,-529.592012719743,138.459800470896,162.13500839409,184.806259954708,151.993525151745
30,7,135,-276.721732347096,97.4898178943742,166.308746075228,121.597384411852,125.093392069741
22,7,46,-506.213626987038,115.321606480675,164.299122424371,127.295798304015,118.196125703201
14,0,47,-432.835343300666,137.205083237986,130.216099406422,119.964429397284,122.167338648926
34,13,75,-394.013576852815,118.322305676003,146.01516068759,126.309456402179,130.744731922787
30,13,56,-420.035155173377,143.028165996495,158.757723181803,124.664976901728,164.371471026964
53,16,200,-220.231162132902,123.233143296577,120.628692937848,147.630061213731,135.171606193341
59,14,120,-491.430193123181,127.003490008193,142.360904034449,125.351744120204,132.685412403341
34,17,60,-514.450115249671,120.59438182967,127.36511200982,115.157557821333,152.772900503856
39,19,75,-415.691128917445,151.840661207147,135.347937944641,129.494781608525,136.848896386954
22,2,67,-263.013314751309,140.484222217936,119.480658462209,123.111745970056,127.403920956287
16,4,43,-407.641685756378,140.268391644596,172.875898102667,133.583981151848,130.6915702163
42,18,83,-455.466309772022,149.751432959727,128.299040795805,146.342779745694,147.842198493203
40,21,77,-556.0747045463,145.173848689664,117.66691134757,124.244352512873,153.832700412162
16,0,52,-508.4231215605,164.377553271478,130.687724537131,128.974568732119,155.170085143295
38,19,75,-389.977402466139,155.000928272141,160.228772401374,136.683535330305,149.617669225577
44,20,94,-569.562342420267,138.892369148723,120.103646897456,161.018575761696,160.06611989377
31,14,54,-581.613689760075,167.880965286688,180.124273432508,102.070058827264,136.043456967257
41,17,84,-373.696118898594,128.202112434724,141.195408768547,174.831710484644,139.429770009629
22,9,39,-687.701307719435,134.354301595382,154.983189978801,167.953851279399,133.549961694357
24,8,48,-430.092787060425,168.914732046811,162.827744103537,147.049529668948,122.931582279284
30,11,56,-440.708335457846,135.920740459279,146.232362826559,136.293654348796,119.514625520011
41,14,135,-312.073010280368,109.397527248743,132.954948727636,134.982868695324,143.326286042358
38,12,94,-358.070642203414,133.991597570371,132.149147847101,126.576875525363,138.593248911051
35,13,65,-649.747076903046,122.560225382985,146.548748580796,131.576939536849,166.975977229142
30,14,59,-423.544628845327,133.956128448059,173.479613742554,160.082143168248,146.276897762494
23,3,51,-373.43681099001,118.45810788573,120.097319828382,125.164499308587,173.758151127333
9,0,26,-376.31536066455,185.659060894697,106.899761253592,110.056482136848,123.674736073427
35,10,66,-371.909952011317,103.375935126259,125.192195718196,144.058391823206,120.443342875169
28,14,46,-877.364967167969,127.680127810771,152.69958567651,143.276254282985,150.383319079398
19,5,37,-425.753930423379,107.240971884307,116.012203053136,116.556050156166,140.546551596286
39,16,75,-826.486237382058,143.308512504773,136.577643335558,152.91113363758,150.0578316563
14,3,39,-411.000771040932,102.952449516055,116.075554909631,114.202799154801,139.316560524902
27,14,49,-973.917225912202,159.431133544389,155.894490798375,125.301820906484,138.656568279683
18,8,30,-278.957447380633,165.881951948519,144.037187390683,129.142372625707,172.540511350335
47,24,91,-814.442549397977,162.34680613331,149.49751714494,134.388904170976,127.771521651785
22,3,199,-514.025565119865,140.008377759608,125.834976066646,145.527773144185,132.975935162742
18,4,38,-381.796768815227,139.581580025358,145.058755965883,130.036513661835,100.212676846019
34,10,65,-624.893900562969,153.792822189085,160.970142433877,134.336539931898,121.611388616312
25,11,51,-369.331524431196,149.617552615589,120.540465006494,128.384012077624,115.292679706977
20,2,59,-584.661625894656,141.195438494436,130.003048901952,108.95732226287,140.218820802641
28,12,54,-537.86389720676,150.732335701255,139.615585708637,120.175515368815,129.144297700553
28,9,58,-355.846054287779,147.728694265097,156.187452453172,147.073783355068,128.834291001762
31,11,93,-484.95040398668,128.661837580863,139.311226676836,112.80213281872,154.99355346053
31,12,58,-503.243118359156,134.946048520611,171.265925667224,140.820094464936,139.513391593876
33,15,57,-864.107003305425,134.008151459203,145.070697704306,147.356757391882,140.604970960839
31,14,58,-458.159514958689,112.198500014558,127.432536540108,132.630674419963,137.41974774083
27,14,52,-302.337729071774,111.760546305627,166.894932083439,137.21157427496,129.883042724832
25,11,54,-723.46592949604,133.13947490774,142.270189673783,166.314782423181,124.673043727097
34,15,85,-929.663754340375,124.323557804194,169.202152345993,142.615825240701,140.697111944096
28,12,48,-726.599848505754,107.952441984818,159.433732661708,126.115959024542,133.410545878448
59,25,113,-623.983808683045,114.725122368008,160.342014194625,123.484710575894,145.376511015941
35,18,65,-602.994543796634,155.238495354596,144.362146858242,143.031491010523,135.918565714767
24,6,52,-377.358343604301,162.295947089668,121.231112295599,169.529085260062,128.457499366698
33,16,61,-531.702090009358,146.985360317229,149.517165353285,138.112086728638,140.48455165999
58,21,166,-349.303119485396,119.752883938642,136.723784163333,149.81385974475,151.564555526268
30,7,68,-608.275609882922,111.899852610321,159.467204852624,109.618183665529,127.374729887142
28,11,52,-462.062396274713,151.242612876127,155.743192691043,112.832284242067,113.179069027082
26,0,195,-409.533421187904,121.038727284273,139.838045974982,114.193028339962,119.869564127501
37,19,66,-918.213344617699,143.198905044794,132.930881079215,137.702927352732,153.234168824041
59,36,94,-304.003475263204,112.161339448137,131.09942885956,135.183313450379,136.286483376702
26,4,66,-460.214262085672,141.410759835262,167.575513884576,117.888761018419,117.524916135514
31,15,54,-355.208551862394,122.63464022854,118.378078275761,157.137239135157,120.21816509744
64,26,195,-330.152921033113,125.546999723016,126.356683002583,137.350791494016,142.511871657783
26,10,49,-745.216955132974,142.83744902614,141.024733327774,136.765661041248,163.846171922399
20,4,56,-682.302377320902,152.526731354266,172.008456460572,139.407573358364,125.767916280078
41,5,84,-484.650265551193,152.793849801576,109.86244652934,136.672063466005,124.11571728947
18,5,36,-691.459923291951,172.007133188293,121.33187385533,152.93370433372,175.49071077406
30,11,61,-595.523443302016,140.220380479992,180.282825856291,142.107325813069,149.694271978171
38,16,71,-374.837612397405,117.703039862547,148.03905055715,113.172808832638,115.518342957461
19,7,51,-383.049624207594,160.003239406898,123.082340182057,131.113065733584,107.833394839131
35,7,90,-520.811780234559,131.244252567186,132.702369963405,146.170623218835,137.46894922736
36,11,83,-579.197048942717,144.022198395854,156.504325581862,142.351930465773,138.166895735115
12,1,74,-544.779082475507,114.084554229682,109.474070357411,128.724779401017,149.813065840476
19,8,49,-747.271326697485,138.805793536232,182.803945143838,139.137291208645,170.278114315282
51,8,121,-308.903709203974,99.8301649214342,154.217936800952,124.763860583081,113.767206977607
20,6,43,-606.623340966991,164.061078855046,154.355546542229,149.451083345401,139.526347198117
73,29,200,-338.507051109592,130.056768122734,155.945875587782,139.301510919069,128.614364850749
36,17,65,-520.104711385338,143.68389764492,158.001533766385,128.443308150646,150.964063634486
22,1,48,-567.199879555788,133.674664145644,141.967651387925,124.376424932202,121.616770084525
18,8,34,-563.55668905754,147.019744561248,132.771590015986,131.354113716722,140.732180725875
44,19,83,-518.344595962414,133.212854468899,145.903152752222,140.434290447266,143.794367547092
30,11,59,-278.581349730966,126.135865947156,149.174366387519,137.715665576176,143.96683466048
62,22,155,-309.367868481508,129.34924949823,136.449914870346,132.20389870236,118.865323441483
43,12,102,-499.630143294932,111.201615531358,134.824831723814,132.01128395425,155.535741054149
32,13,66,-512.912793409192,123.58910175009,148.7167243765,140.951770095241,110.958877406957
28,9,59,-427.449465478248,122.459378308711,163.821302314061,118.883375967697,117.203811565376
44,25,73,-336.090205712328,136.329512738235,130.277177770682,130.150063572743,153.383693828358
32,17,54,-608.675071200154,141.472742288483,131.382207986363,144.969738354534,130.983862419971
40,20,73,-289.306220243156,127.227682545114,152.43975223888,126.562528567657,156.951057331465
28,12,51,-546.421418687052,123.535963839326,144.090843060289,163.560432503054,136.151468119665
18,5,39,-826.598963418399,116.89227275886,135.719365852903,157.074978979689,155.249711800225
80,36,184,-310.944168181336,131.791102246155,148.25531498693,161.761769912505,148.555801135093
32,13,70,-424.070493799143,148.693665789809,102.496393721921,156.5295722974,135.168500941504
18,0,39,-357.280137743081,128.258046370444,140.63633378915,126.175289978927,129.846471597384
33,15,65,-720.276972217247,124.926858110478,159.922531732635,127.718602194032,130.82117466546
16,3,34,-465.406268402942,115.085347603831,121.201211206284,144.531024907041,184.121741429571
52,20,128,-294.23145566058,121.888665457413,110.449767796586,124.043324848966,161.943407914695
23,7,48,-455.103190424641,127.117658766331,150.904921943139,121.152578459164,118.61998074984
181,39,200,-462.806652585889,116.034232650435,119.585530314634,137.718229984135,130.581536472478
22,5,41,-664.958221369861,149.412263798754,139.116155766484,147.912072217992,153.638415783061
31,14,67,-621.900943495977,152.151560999379,139.60785983986,164.056378581343,137.805367273006
10,2,31,-624.935879176188,138.333825771593,147.234711124392,135.108427525175,142.343018392458
39,22,63,-401.392551786223,140.063975353584,133.34779366414,150.078400296989,139.479182022612
21,6,50,-821.488647155728,141.930568952216,133.988982343062,143.102898844162,143.616044091978
20,5,42,-766.0223529535,120.061565867939,156.888128028156,149.092357496588,125.468230205548
37,19,62,-542.013758369147,145.840933472198,142.654539638277,184.727647822641,150.288922473621
58,24,151,-374.679824970541,145.473085576402,165.82681530576,157.031588579091,157.163035031578
20,10,34,-351.961405322138,112.464021208734,103.443706149253,98.5633402970748,131.481361325234
12,3,24,-535.595396798059,264.343724896582,125.161428122822,169.242457936783,134.922673743818
15,4,36,-511.943946057146,148.252068346967,158.300772346026,121.657623436677,131.355966021291
26,11,47,-609.516230125121,98.65524125841,147.088929123481,127.289394712116,138.1459352571
27,12,47,-526.263192388957,125.450231606368,153.276536000395,162.843065647618,142.534899783058
24,8,46,-890.456278569944,157.961690407364,136.970199729113,131.771170813208,135.297861046459
36,15,70,-544.807364535345,149.777378416697,142.323921230769,121.969767785569,151.419566848145
39,3,92,-552.474038757174,111.863599636116,141.428072986833,139.929690612147,114.244761611275
47,18,98,-397.784694584657,117.913420874346,127.594521059117,105.779310620309,143.57821043808
15,0,37,-481.608117303517,115.453093158809,126.332491904368,113.047785701028,155.5335283221
35,12,65,-328.005381302287,141.229055875036,149.458020950376,143.317702733158,116.055687357198
40,2,154,-339.68199060828,98.1492967396567,113.262167962617,121.243794347093,134.47652315751
7,0,61,-248.622030129582,115.400999281923,123.303949229786,111.46526187335,110.337336998376
36,13,67,-370.876470642139,133.712716151955,121.884706674708,123.783640006936,127.345913959214
30,4,66,-288.759593565684,144.804941934148,123.451271743436,123.896735656976,159.390805034627
54,19,156,-337.44515269885,137.419506854468,110.198114688142,128.928767354668,124.527088771039
29,14,55,-639.342794738352,119.216127890711,164.573915828991,126.989270827889,138.732239191826
25,5,59,-573.05250194655,138.282927791308,145.611551629853,118.451479912371,119.982753651761
54,29,124,-565.158314480366,129.177312178399,98.5907209414501,150.27901382924,139.557019499191
26,6,50,-612.434737949772,146.702502214886,148.417877039777,121.851590830555,129.7923836887
23,12,43,-834.545576462282,14.9758902912754,13.5354906633215,13.2051302862686,16.7039464945231
51,21,102,-631.597770771729,13.474312724687,14.0715262184435,16.2953371438556,13.1484028633006
23,8,127,-460.113740770055,11.2588909180707,13.4260376140858,11.9465226637774,13.1570868738015
20,5,54,-536.485804338846,13.8748919538221,12.3342228544946,13.7821635448606,12.6743898829074
45,17,92,-564.027937916783,14.5764468064575,11.5239059473029,13.5537716672271,10.8482253607092
27,17,42,-695.045488023375,13.0637085619602,12.4295015270799,16.6205772562929,14.4750927637366
40,24,62,-400.616914810371,15.525585621998,11.1405491138226,16.27866178983,15.3173671710166
15,5,30,-606.609429047777,13.1532224391008,10.0470634662479,16.8819502177121,13.6155953833597
69,14,200,-472.38846103741,11.7623790732299,11.3223761344906,13.449479353847,11.4403877460811
35,19,60,-592.85274977315,14.9406193621403,10.6265898807208,14.1087877125484,15.0020968728849
22,11,40,-621.61105492975,13.3075614015275,13.3101031412537,14.7540901274764,18.9088582931813
23,9,50,-438.333638526949,14.0053766326699,11.1330238898129,15.1274550803252,11.3627742169629
15,5,32,-729.460440986564,13.0067205641153,11.5868789256504,13.090946032821,12.8915602545742
23,11,39,-722.40903912176,13.8716600703726,12.7374849992952,14.1647651810519,14.7761590792188
26,13,51,-479.807619904595,14.9359582287368,12.4084796512098,11.6235556438361,15.2413198029229
34,20,51,-610.13706614013,13.6322294631852,10.6084625383184,14.9843912059038,14.8313993403984
22,11,44,-586.855655372345,17.2578288565994,14.8521183002765,16.745037003746,15.8866393646797
11,3,25,-609.985299111937,15.2367751843324,13.2817965140622,12.9191424897319,11.0140862061098
18,5,43,-653.949874117507,11.1604228655727,14.6140506248333,13.0413744936949,14.211934186206
27,12,61,-582.220727149906,13.9804396311636,12.6525952899488,15.046945554619,11.6658544716073
22,14,35,-555.072885942955,18.8445439066904,14.2752531636677,15.9687771984808,13.5536197404123
23,11,38,-630.120716989277,16.2586892888242,15.1253725160847,11.6299650311662,9.85428462317665
28,17,42,-548.553129555851,15.273423694971,12.372664232739,13.4239692912499,12.5381243280026
15,4,29,-459.817184064761,15.1464346232836,14.9400495559673,14.1583422597771,12.2372798309177
50,21,94,-394.135865560229,14.5941628873781,11.6541861452829,15.5577917688175,11.876132547062
43,12,97,-397.384077563947,15.0225094579671,11.7599565110545,11.69380610192,15.5391372575412
19,8,36,-469.54482722716,14.3637626465216,10.8272758857419,13.7971039598674,13.3745235287328
28,10,58,-567.140045513769,17.5837730640046,12.223106717095,13.3266718861503,16.6676790312723
4,0,18,-458.385229629361,12.7768587330785,11.6074708098418,13.0011843181155,11.1963654364703
31,21,43,-276.44656078501,13.0860143898869,13.3295299553882,15.487554608055,14.9643482149386
25,10,50,-610.620254246785,12.2467086625686,12.731890889465,14.0719237111871,12.9666014620747
28,16,45,-608.606519022352,15.5458222972679,18.5364028477335,10.5248530307152,16.7711108481445
28,9,63,-460.133382826237,15.5639592810537,12.6441245720368,12.8889722580578,9.60970809385748
21,10,39,-580.039564744129,13.9313197457071,13.2129908057925,17.235449471135,11.9399401383131
22,10,47,-483.932546531629,14.6388682518576,14.3756510715302,12.2961173373974,13.4649107465211
30,15,56,-534.752931134722,12.9421137154963,14.8612495911504,13.8121447859517,11.7276073025279
19,11,32,-624.43997277302,17.3792844406348,12.7920040338332,12.930394498375,14.2052104741982
28,18,43,-440.157736071726,16.0075987651147,16.8550074480001,14.5566895359136,16.0922077290848
25,10,67,-405.467001287314,12.6662883077669,11.5591822648961,13.9182039966181,10.0584492596568
78,31,181,-563.584214461109,14.2439696569946,15.3978026395237,17.3294109746395,17.4290611834454
25,12,45,-650.403776010914,15.7750762668008,12.0694693381576,13.7369009816674,14.8056971987088
54,28,98,-428.176720630881,15.2305083348329,12.4131918480669,13.762655500694,13.6740416154108
23,7,54,-466.82767015509,13.4861908086386,12.706373187223,13.6047680502889,11.1377590956757
29,17,43,-338.830047740238,16.3879884678855,10.9313235892422,15.1607865526317,13.3653521018143
31,14,55,-599.927681960656,13.9900947472608,12.4525862456338,15.3949589593888,13.4065958563624
17,6,38,-540.960782722138,16.635869913316,12.2419381840633,13.5711834402297,14.2622652541624
29,14,50,-361.413364666668,10.6875592393093,13.5422126527892,10.8227333703164,13.0592147565371
24,10,51,-394.123855231569,12.7313971460959,12.4755114942063,13.6805092380437,10.6824182950648
18,6,33,-723.85155750476,12.2041677658452,13.1770268956326,14.9965518254818,11.3008874937424
16,9,26,-367.95780012043,16.1026338304019,10.3165058215053,13.2923982523167,12.1241406249039
26,15,39,-418.72273508125,16.2864513867872,14.3763673148422,14.9586950880939,18.8571613203265
22,12,36,-576.837212521293,15.4910511446112,11.1307779925953,9.8525562826723,14.2354119661861
16,5,33,-303.678932097443,14.9795124951125,11.7385383106009,12.0322831354507,11.6967677629406
43,20,86,-584.100775440038,13.2449604630415,13.5901058803137,17.9440193859992,13.9585300486731
27,16,46,-877.026577411555,16.7693794132309,12.4479959107934,14.5630852712146,15.7846546617784
15,5,30,-656.866888218163,14.8087128118655,12.5062779305213,12.5415128812665,9.97678226882688
33,20,52,-865.388058415732,14.7933985656796,11.8798046490221,14.5722262232914,15.9024503483438
18,7,42,-665.84011816304,11.6596418592026,10.9138331194469,13.3717334642911,12.3153068758427
31,16,48,-456.59236608827,12.7327632940835,11.4463032674447,14.1552818735782,17.0565864712066
17,5,37,-485.729901580957,11.9892508082494,10.8023564573984,10.7133201887916,10.6067078817949
23,14,39,-522.037147061489,13.9388211488818,13.6989624716924,16.7297936327091,12.5186204860059
10,3,23,-433.803106994068,12.6086872995549,10.7212564994356,15.7736412516304,13.6564166531719
11,3,24,-507.85168419426,12.1586518262556,11.1741735272636,15.5458943758863,11.7612807276885
28,12,57,-559.236514425136,9.18218167222145,12.0372779098685,10.9424395717986,13.5838897353731
41,22,84,-435.014553642965,16.8172323584231,12.1838946052499,14.1260646738061,12.7076593135838
