"model","lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
"N",0,NA,NA,3485.87441424373,15.3293109086294,15.3291638118482,15.344576224311,15.38200076341
"Nb",0,NA,NA,3541.75325675115,15.3520319565812,15.3744609817164,15.3353765817484,15.4261454150589
"Na",0,NA,NA,3296.68943538266,15.4434954434319,15.5219780824175,15.5085418831505,15.4491650198664
"Na",0,NA,NA,3407.87144027277,15.445421197021,15.2888599142718,15.2065283276718,15.4296272248615
"Nb",0,NA,NA,3501.68598549103,15.2746954495211,15.3821876857153,15.4146529403584,15.4067900181654
"Nb",0,NA,NA,3434.82979021701,15.5201139900418,15.5288125043182,15.4343598589831,15.2993251856081
"Nb",0,NA,NA,3601.41115536628,15.3739206405652,15.2637822356069,15.3614716434018,15.3233283570319
"Na",0,NA,NA,3212.24136026225,14.9484025824331,15.3706487980265,15.3034633330178,15.3880407149225
"Nb",0,NA,NA,3625.92626086762,15.3336234080283,15.4589035382787,15.3419174228627,15.3352934445622
"Na",0,NA,NA,3423.48169554728,15.248030726659,15.2651325397061,15.2635408938648,15.334211639589
"Nb",0,NA,NA,3495.06248238159,15.3055304159072,15.3496636592558,15.49774935169,15.3687746901087
"Na",0,NA,NA,3496.81543784312,15.3070970632651,15.2926585019616,15.1964829591864,15.3435102033571
"Na",0,NA,NA,3380.72826483662,15.4279314779825,15.5459878597853,15.2820179765672,15.4408951955792
"Na",0,NA,NA,3423.155421216,15.2947470862427,15.4464890570814,15.4219151219599,15.3277972213168
"Na",0,NA,NA,3558.44620020678,15.4633773764497,15.501970801006,15.4711171002855,15.3826079505694
"Na",0,NA,NA,3450.38538912984,15.353747846694,15.1575852848592,15.1536650321752,15.2452607126736
"Nb",0,NA,NA,3606.7464069041,15.3878314506446,15.464115797311,15.2565149185329,15.4624928363373
"N",0,NA,NA,3499.09259356522,15.3526738718915,15.4462384601369,15.3431306909123,15.3631481980603
"Na",0,NA,NA,3334.67938780505,15.2368457491881,15.3551735324762,15.282483378418,15.3829129862056
"Na",0,NA,NA,3285.83724824569,15.2069025597347,15.3571440130588,15.410556940189,15.4011368335832
"Na",0,NA,NA,3433.27999780419,15.3896975526033,15.3304493789391,15.356274861621,15.3084433629199
"Na",0,NA,NA,3479.92881531123,15.2498603126087,15.3102015109742,15.3400743569857,15.3178910201012
"Nb",0,NA,NA,3607.58219613263,15.3019101795154,15.3946057458746,15.3889815157678,15.3694626630213
"Na",0,NA,NA,3483.57750302104,15.3060367086648,15.3521547158477,15.2718757654623,15.3545205082064
"Na",0,NA,NA,3415.25581673767,15.5321561023975,15.3312321775948,15.4047034579097,15.4524940092982
"Na",0,NA,NA,3383.84190180535,15.3209164635588,15.3701682891047,15.3218188406009,15.4086252108236
"Na",0,NA,NA,3501.09055872792,15.2740991404689,15.3915947704514,15.4117806489038,15.3604894042847
"Nb",0,NA,NA,3402.66808683477,15.1337358988723,15.3090859140691,15.2578796282554,15.2904143188319
"Nb",0,NA,NA,3526.72209325188,15.3253846625926,15.2860468340971,15.3164931198338,15.4313039634754
"Nb",0,NA,NA,3710.31841406735,15.2964941072444,15.3949549634068,15.3591750785821,15.4407584668217
"Nb",0,NA,NA,3480.7705069514,15.4460311315722,15.3971885111948,15.3211541248993,15.3715426613593
"Nb",0,NA,NA,3507.29409099312,15.5280270140429,15.5048947612215,15.3634568923493,15.4130108267726
"Na",0,NA,NA,3479.26965120994,15.214476108981,15.2574751464069,15.2464452743674,15.3021464741269
"Na",0,NA,NA,3469.37404392585,15.3766475536587,15.203106879677,15.2951016522203,15.298034095018
"Na",0,NA,NA,3482.17661585575,15.4163678672247,15.3971795887323,15.3581226242852,15.4590004284114
"Nb",0,NA,NA,3601.22308666815,15.2825845231949,15.4499529469825,15.3975204185457,15.3956194884151
"Na",0,NA,NA,3533.6498086681,15.3868910845018,15.4082262587004,15.3506135582689,15.3803515498087
"Nb",0,NA,NA,3531.59319681925,15.3525314650668,15.30827759029,15.2850883022363,15.3228824666407
"Nb",0,NA,NA,3555.26106751634,15.4253993845367,15.4484774051553,15.4173094861391,15.445733692181
"Nb",0,NA,NA,3578.77131401168,15.4305657697199,15.4274716983672,15.3515904894091,15.4978949668083
"Na",0,NA,NA,3347.45805766862,15.1863317384487,15.5859089138241,15.4847060480312,15.4684208434382
"Na",0,NA,NA,3482.32007569667,15.4427479008117,15.5317340287613,15.4204254968128,15.6074531284822
"Na",0,NA,NA,3439.00072960102,15.2170276553709,15.3416347246397,15.1603042569594,15.2798912906779
"Na",0,NA,NA,3334.9795585621,15.3404875027189,15.3158677208393,15.2229133639716,15.4268625440479
"Na",0,NA,NA,2718.19289124464,14.8117730352153,15.1892012799803,15.1407059904866,15.2897017263861
"Nb",0,NA,NA,3516.55616920914,15.4229743884011,15.4122646783242,15.3852259623234,15.3129198704708
"Na",0,NA,NA,3416.30842257207,15.4006113621286,15.3547681687872,15.296499014628,15.5025326254435
"Na",0,NA,NA,3233.15908824145,15.0711429779164,15.1021685981117,15.4088025616462,15.3873737105018
"Na",0,NA,NA,3448.61552091103,15.4316962598484,15.2947685084787,15.4399360064616,15.3713788026655
"Nb",0,NA,NA,3566.40425582762,15.3399659689698,15.3989062000411,15.4183980050122,15.3697884099238
"Na",0,NA,NA,3381.70643179233,15.4420501041495,15.2143002474295,15.4481936786127,15.5560040431899
"N",0,NA,NA,3600.32423178468,15.2824464857463,15.3293486050862,15.3323129547137,15.3063818249776
"Nb",0,NA,NA,3555.95126572382,15.4437725687291,15.5142826913683,15.3358143667203,15.3831540562143
"Nb",0,NA,NA,3564.5712436209,15.2873538293192,15.2326689334932,15.3679554777581,15.2793352520544
"Nb",0,NA,NA,3623.21114662767,15.306845978785,15.4055784870115,15.3304204928309,15.4373433391899
"Nb",0,NA,NA,3657.46447866276,15.4409801791541,15.3538257500702,15.3835677678117,15.400077491043
"Nb",0,NA,NA,3564.82381259638,15.4468258515368,15.4308746366362,15.3907031814087,15.4408943697155
"Nb",0,NA,NA,3540.21224759485,15.3591925071282,15.3405519840486,15.4305956321541,15.4452173848526
"Nb",0,NA,NA,3611.38056045892,15.4083529465327,15.4410959727442,15.4420090508298,15.4780091035359
"Na",0,NA,NA,3552.94668889977,15.5278002865957,15.4836081791434,15.5545632511783,15.5590386893901
"Na",0,NA,NA,3594.12728361961,15.2500880218391,15.3100180638759,15.1306892702515,15.3908473422926
"Na",0,NA,NA,3389.55565506629,15.2752657320318,15.3375358298707,15.2836133078939,15.4412303088562
"Na",0,NA,NA,3461.81291612993,15.3259131891778,15.294783535383,15.4370963728133,15.4125396591105
"Na",0,NA,NA,3482.10036791354,15.2437716674661,15.3179679374631,15.2448725079521,15.2523962480503
"Na",0,NA,NA,3290.03681231564,15.3000466861623,15.3261865273844,15.3461379594081,15.3812716368804
"Na",0,NA,NA,3396.32118639509,15.2366956004723,15.3447494688992,15.1965221480573,15.2566870662879
"Nb",0,NA,NA,3521.95757935629,15.3027404765601,15.2596093286171,15.4136971082169,15.3846460575735
"Nb",0,NA,NA,3538.52631537076,15.451086346643,15.3573750302398,15.5155808528947,15.2291999254775
"Na",0,NA,NA,3374.53852973361,15.3140898039491,15.2478716424989,15.3308463445629,15.3959892804162
"Na",0,NA,NA,3419.1770042773,15.3547046290813,15.4305786089503,15.5425948372169,15.4608078902714
"Na",0,NA,NA,3397.28008875059,15.1991836644177,15.1842607698951,15.3323986322101,15.2289952979567
"Nb",0,NA,NA,3591.34822459058,15.392250677692,15.3671666356839,15.3672143849395,15.4269564999305
"Na",0,NA,NA,3381.8649000499,15.3947447217321,15.2569794103725,15.1700576763572,15.2442574427032
"N",0,NA,NA,3535.1804277238,15.370165155342,15.540341733231,15.4651012999521,15.546645886692
"Nb",0,NA,NA,3559.43035951519,15.3463353719469,15.4152007443395,15.4169687465329,15.3482534481224
"Nb",0,NA,NA,3438.59605968902,15.3372882048698,15.4711209422121,15.4293470253383,15.5040392504002
"Nb",0,NA,NA,3598.08397133852,15.319175112149,15.4076352118858,15.428198406808,15.423031097595
"Na",0,NA,NA,3556.56215352019,15.4132660622641,15.4239967890879,15.4013364350634,15.5671522988181
"Ea",9,0,19,-669.487521952727,124.506158673674,149.398601472746,140.554393422339,142.464189408157
"Ea",16,0,41,-437.809371136064,124.642435920795,138.305513398122,114.914346757642,120.394013872494
"Ea",11,1,29,-425.257705891587,132.205720920205,129.716711646426,178.787131552593,120.308975046176
"Ea",6,0,23,-482.992417488357,126.079970843958,143.69360119838,138.853220890197,135.582753244939
"Ea",12,0,32,-479.890271412504,145.286850536897,128.048207425547,130.317282211118,117.122931881652
"Eb",14,6,23,-1090.82564465024,138.316921108376,130.088131808005,142.703785743398,142.410185536802
"Eb",8,1,20,-822.823048155694,115.299437954116,146.449701240396,139.256895373368,155.978963978922
"Eb",23,9,40,-566.783488657004,102.452923927292,152.039656347109,126.296253390648,154.805361978085
"Ea",8,1,19,-518.626241215292,145.37859168538,139.991575660023,133.507226390809,177.751194634699
"Ea",1,0,11,-454.182862441612,106.016960307635,141.753761524115,170.994696406414,132.543962143782
"Eb",7,0,21,-507.34041484551,102.072579060053,139.505543606023,128.09221314409,120.929335982705
"Ea",16,4,35,-495.620895444467,103.118453322865,135.106529050761,107.626945808952,139.271656595575
"Eb",14,6,30,-605.695645413474,142.830603024143,187.020977441075,136.853602409611,127.770612901268
"Eb",12,3,26,-812.14931306177,132.373775318284,135.975404998767,153.094417717649,138.511708878368
"Ea",10,0,34,-303.162718146704,126.076954790235,103.274130671599,141.704080895252,125.954326435633
"N",0,NA,NA,-815.457193616125,154.248496955316,142.0504360838,146.024603976172,131.526564358669
"Ea",42,14,94,-356.057726392373,120.001935019663,128.374643058135,127.388880291769,157.365083662935
"Ea",13,6,24,-502.163608633715,128.018908044927,108.457431273631,127.174326865047,140.242290787816
"Ea",17,6,34,-450.524164149988,133.738654645375,141.279662027434,136.899696382488,156.72016930218
"Ea",10,0,34,-440.222844232388,128.038861504233,118.871938577167,125.792912551095,164.022323260208
"Eb",14,1,31,-544.45041094808,136.07181161218,131.222589332596,105.595213918948,116.465167140883
"Eb",22,11,37,-825.460908305258,156.855996979983,156.544191510843,119.512825484485,143.582549347297
"Ea",10,3,21,-468.3412915626,146.613589356449,110.799075300273,139.798398494485,141.157453028424
"Ea",31,0,68,-262.266823456358,117.725771832269,108.767250428425,129.299210262371,130.217847981778
"N",0,NA,NA,-933.426438588144,152.55251637604,150.460746300544,149.344762133057,130.356424799301
"Ea",7,2,14,-457.01626922043,148.917261595466,130.636163656491,134.02724154343,122.041844376956
"N",0,NA,NA,-452.295455362285,142.473834042617,114.394528776028,126.12174604752,129.774465738387
"Ea",12,3,24,-432.723290973532,138.588657384805,150.003756558924,120.39806495459,128.929743165284
"Ea",12,0,27,-389.000920610343,113.686189204656,150.880073383726,113.372875878076,165.991750359693
"Ea",16,7,29,-544.179020336509,134.255953235667,145.533748493518,143.733132334615,116.806053364449
"Ea",13,3,30,-367.441693629196,107.51480123258,159.52051668796,144.865411493651,120.773203653474
"Ea",7,0,25,-549.874052836443,125.202010239132,131.560066785809,154.358056064284,132.288332631708
"N",0,NA,NA,-1239.13979899826,143.102935333943,152.360354527262,139.644676443011,139.118668144832
"Eb",15,9,23,-794.143130621182,126.186408359745,156.976090571842,117.150905754025,142.679191120815
"Eb",12,4,29,-417.946270553663,113.578648691219,128.352266668821,131.950647568102,132.141139422287
"Ea",33,7,91,-369.441034538063,121.994653503207,138.649339458448,127.860459599806,118.952172674056
"Ea",22,7,43,-553.672922122777,145.603262651254,151.786542491371,137.607514559401,122.62193963651
"Ea",13,5,26,-545.179095549346,142.040875173335,125.134797390942,136.489761839088,134.707336944043
"Ea",13,0,31,-438.307524985185,132.277750981371,135.52704556902,128.469312509627,132.033890222296
"Eb",9,0,26,-524.21600085519,104.196687855386,134.30758007055,154.144013547086,113.123090243938
"Eb",9,2,18,-659.560248805997,116.952158254207,121.284451634835,131.204651328038,143.739956699098
"Ea",7,0,17,-501.293094600162,145.21379178965,140.060306507265,109.101774719439,130.546183017308
"Ea",11,5,20,-453.557546235498,157.94339300039,159.292242246724,114.401275404752,142.792666856974
"Eb",13,6,22,-851.365614314216,149.194056378132,129.423131844753,107.932527199247,145.643314709559
"Ea",3,0,15,-441.648234309085,128.487600150609,155.329486949922,122.759368003115,219.815652995295
"Ea",12,2,28,-639.468910000161,144.263458744247,172.614365871075,122.782401842715,150.412795766855
"Eb",8,3,14,-764.453920078544,134.42437914788,129.001136196324,131.441414936187,144.412839022466
"Ea",10,3,20,-498.071978597273,118.574979903454,166.008857382774,142.104854913176,114.868988139083
"Ea",8,0,18,-499.759736200321,110.706624617942,143.300812489983,129.21050650706,128.07537484592
"Ea",30,5,76,-449.56770169228,131.585040969221,161.098400459708,129.469362823873,154.637611881121
"N",0,NA,NA,-429.655506776702,132.786944974757,119.850930134789,133.562785408952,129.555913076881
"Ea",18,6,34,-446.841537364728,110.506230057741,146.331920167467,141.462232601036,124.694482982198
"Ea",11,5,23,-705.329091019113,165.913964009868,151.366242452523,122.823380435413,108.922482385778
"Eb",10,1,29,-628.450528250069,117.537876016311,123.472100407812,145.357397943649,133.337159649439
"Ea",4,0,20,-361.61704778859,133.682595856295,116.804276234992,132.028770578068,161.454051780034
"Ea",9,2,21,-545.553459753963,112.71471801225,144.624426182047,143.489875308626,142.149539042983
"Eb",20,9,34,-980.231292002922,136.567275988052,144.255163394277,140.88971174776,162.773632073669
"Eb",8,1,21,-511.207243060153,124.754500227219,136.261994618651,116.429047441028,154.837707787853
"Ea",6,0,16,-362.796524580256,114.379360776284,102.497648887926,117.078214983254,109.216636248354
"Ea",12,2,27,-339.913687027302,117.424699870761,137.507673720128,151.055846555969,126.827919793699
"Ea",13,2,36,-389.192704012981,142.049623236912,149.057964741255,130.06380558781,134.655606700947
"Ea",8,0,17,-610.080667986665,129.701455147883,138.574617981025,147.498733160634,115.32983155659
"Eb",18,10,28,-973.358056080155,157.395542540617,120.05072007732,154.596734435176,156.532376085995
"Ea",11,2,22,-607.823004192512,116.849000655226,124.812635853187,130.808123442951,132.23977581213
"N",0,NA,NA,-772.979586085563,138.37834299878,148.128919507774,145.048003210585,138.006621764774
"Ea",15,4,29,-569.451851264686,139.101622385127,137.794048023923,115.320463161903,140.653342074806
"N",0,NA,NA,-929.32904889757,138.374769258434,129.788914691701,144.265030258873,131.543499331095
"Eb",12,4,23,-1014.34142196176,153.237403559128,113.021122188055,148.760994887948,161.734318540296
"N",0,NA,NA,-601.093642637192,118.002168075533,136.990550945489,157.249864547859,142.643326204141
"Ea",16,5,42,-347.718687569416,122.748224052194,163.580996454479,109.662161999825,167.52694578503
"N",0,NA,NA,-526.841343228929,117.422149375646,138.734718587206,114.150264036185,142.603988291366
"Ea",9,0,21,-481.103115098644,137.023666814946,154.085110627173,130.624872306621,137.78767429545
"Ea",14,0,31,-343.254737544326,132.579830351219,143.860824431485,132.363307486989,145.292286992884
"Eb",6,0,21,-563.223081895954,130.361113959756,134.056606588156,152.212248642305,128.680534549951
"Ea",14,5,26,-409.362638121894,136.720942408191,138.855893561941,121.161549926088,135.405346372846
"Eb",11,4,20,-617.552053967482,142.539978635504,112.667340688758,130.903024570567,132.075139655207
"Eb",7,3,14,-762.36427427056,140.436033493399,131.692172148284,140.924943852765,139.813331599375
"Eb",8,2,17,-591.826083281898,151.401533641373,133.127147670005,134.330874626906,106.465211046938
"Ea",7,0,16,-559.849644589085,132.241806741925,157.096078511713,132.27518205227,128.831662163933
"Eb",23,7,48,-623.636885756491,142.598914531845,131.354068083432,144.784784111393,148.248920166433
"Eb",12,4,22,-851.161691308292,137.402300587437,141.922128717896,136.732570999609,137.270707214081
"Ea",3,0,22,-471.028321177508,132.845754432632,138.743272798019,115.572522396856,133.669427463863
"Ea",15,4,29,-577.502630718981,136.40101427714,152.878007917464,123.630092148208,143.895798004728
"Ea",2,0,25,-441.565814037636,110.085997719987,130.587952492761,111.603722738976,139.855325426276
"Ea",8,3,16,-489.341258753973,142.694122397008,136.590659386957,170.464215807606,117.945739916376
"Eb",11,3,23,-649.944629828881,114.796435879351,142.97997945708,147.243226814824,160.922572188359
"Ea",13,0,33,-531.347608196851,142.777420688124,154.552211024501,107.031225421185,128.615832745709
"Eb",7,2,17,-666.358861522754,128.749850676308,140.114794039388,142.830673347976,144.70037647351
"Eb",11,4,24,-741.85378237301,131.077004675603,148.162734327499,149.561313279955,136.148075562823
"Eb",11,5,19,-748.826434649931,141.657941435109,143.969544547304,145.285289486866,123.551804353675
"Ea",10,0,28,-476.689895488233,145.462927813286,142.568301464209,121.047498364837,125.379737306422
"Ea",11,5,20,-932.291217749633,148.250211151894,151.245424642607,140.082978540818,150.26727267943
"Eb",17,8,29,-497.733196109388,109.983358482463,95.277068436047,147.410551886993,118.983858642043
"Ea",14,5,27,-687.483734210986,108.26064102775,146.748053867535,146.19251567241,144.10085194931
"Ea",8,0,20,-398.262240132189,126.837649467793,133.119614274092,116.076322325142,142.053307845936
"N",0,NA,NA,-572.789543432461,137.470027849839,133.590989636978,136.719239071722,147.453060516566
"Ea",14,6,26,-416.241019480275,145.783757258752,114.889391081101,135.690855420427,109.72124502209
"Eb",13,7,21,-916.112352443343,176.14871601142,145.224937442987,154.523193192014,141.774969321289
"Ea",10,1,24,-568.583945555462,144.631828585331,144.015209123597,137.338027690409,107.194971707444
"Ea",0,0,25,-313.777943843382,143.105677761172,117.973659393429,127.489475028745,113.573207319591
"Ea",9,2,18,-408.093034614515,131.385531062455,142.306360442558,138.789951284583,120.834147019205
"Eb",10,3,20,-732.510016244232,136.136445870054,152.979864350018,144.725029973123,131.823085877082
"Eb",11,4,20,-590.951468818961,149.138893375956,130.13194536268,161.625330796998,114.018494579866
"Ea",6,0,18,-591.687544696786,118.923115424671,154.051070697378,103.675820325668,146.028645711666
"Ea",4,0,13,-467.750966543874,105.284977502304,112.584957474831,133.788989014083,137.28064092821
"Ea",13,0,44,-520.57153872792,137.94724079293,125.87013901738,144.117196542231,130.630112929096
"Ea",20,9,39,-474.535187451648,140.60343964298,139.025587240306,128.796627199591,121.961607404004
"Ea",10,0,30,-489.957689316905,119.230339441985,142.344214002623,143.972870212243,131.690814992032
"Ea",18,6,34,-416.900284154343,125.427572657246,135.855226665384,147.600865174634,138.789355618194
"N",0,NA,NA,-373.333080625102,134.345624548378,113.835287066851,128.253683684467,150.611889724264
"N",0,NA,NA,-766.318256174553,145.336468219912,131.790114117218,120.060538469251,119.666979527762
"Eb",1,0,12,-624.150662973065,120.095790006197,133.983896250672,156.206484422003,122.780424726852
"Ea",15,0,39,-545.011150005786,123.842048898538,127.985402720315,126.772148846443,139.382803938505
"Eb",5,0,14,-529.564332539317,121.497079201465,135.67124186493,130.488639888063,128.298033825484
"Ea",23,7,54,-240.477047226988,112.45439161781,111.477119077987,119.777574495626,116.502837583893
"Ea",30,9,55,-345.145895735914,113.357657691196,147.294830480825,138.614285557948,147.193869628346
"N",0,NA,NA,-817.423970106205,179.334653988009,130.960560125063,132.210216486043,171.286548344192
"N",0,NA,NA,-932.406401017588,138.232811913492,142.725460901207,135.100591091943,125.972860377168
"N",0,NA,NA,-1195.61487346056,134.559053605034,128.246261239606,136.065991854494,141.040235521663
"Ea",0,0,14,-376.484207907735,107.053494191111,138.858557235118,128.252399417766,148.355934977586
"Ea",0,0,11,-478.516583960564,130.476013932319,109.227234271922,113.138355083133,130.983500713191
"Ea",12,5,21,-413.948364361613,117.543306493426,161.11518768579,102.654772893116,111.001675911388
"Ea",13,6,23,-660.216775628954,146.868384252035,116.756108225879,142.359653546313,113.803155832155
"Ea",56,15,110,-299.854197172826,115.768000445576,135.527051315114,93.8195590065989,119.830364875
"Eb",17,9,29,-569.619510966999,127.658826623919,141.102374896352,138.786349599044,137.803442278123
"Ea",44,0,152,-333.793898057829,110.225746057613,137.658180328881,120.536361738386,138.593670683291
"Ea",17,0,36,-240.349430018354,112.253225684602,126.089989852345,122.813183603725,148.324543659415
"Ea",11,4,21,-418.925029445164,114.308329594528,127.153013089235,118.894528811361,120.483956992596
"Ea",8,0,20,-516.221674753327,127.53481292658,131.072204665805,126.614355258353,115.519704678715
"Eb",13,6,22,-850.051681944684,150.285050116445,132.741999172544,160.133916764957,142.707855214571
"Ea",5,0,19,-468.928719224942,110.825689245719,124.009251087528,124.611088478289,132.331227344975
"Ea",24,11,47,-404.040642611239,135.032475769272,122.890057795255,121.883243754251,120.025660368058
"Ea",28,12,52,-386.889218983976,136.024416866888,157.31462240184,136.015671916726,128.591319952348
"Eb",11,4,22,-528.779080511462,114.806828530064,105.775658279324,150.916182380485,98.3687057357506
"Ea",11,1,25,-366.152411347252,148.502646201939,107.269608848741,132.90874409509,128.830329171598
"Ea",4,0,14,-539.705168185753,138.328556807666,134.700537508673,128.180448931349,138.45627243269
"Ea",16,6,30,-660.037181225333,155.038837964998,133.979754658157,140.471466386542,139.74917931902
"Ea",6,0,15,-780.949222532591,147.027823180186,124.919389537148,131.402215215282,137.382217489545
"Ea",12,3,26,-423.319466035839,139.393104414055,121.856772391249,149.795503750305,134.03710176294
"Ea",8,0,19,-467.468449942688,153.027563071755,132.9790239031,114.706470891801,151.703278278286
"N",0,NA,NA,-534.617255145518,139.238746015822,130.902507057747,112.992500454746,122.06303717277
"Eb",8,3,17,-531.603980633862,181.337563549986,154.663920555938,129.563743092952,143.573331383101
"Ea",16,5,28,-412.694205214416,121.580301428908,146.069421012137,117.245236449202,134.299632828639
"Ea",12,3,31,-408.978097669093,121.729937920943,128.641862359989,126.508368044058,137.133531466154
"Eb",9,3,17,-761.773539030168,137.083915282713,153.282847213345,126.58262437633,148.488242681155
"N",0,NA,NA,-600.052495054359,116.101474104693,126.991844399367,135.872836112883,154.089410907363
"Ea",14,6,24,-386.419158292937,108.8219733081,143.562767834796,115.391801417384,143.256441182125
"Ea",8,2,16,-530.120537286861,125.57405753996,137.559992196551,134.530633660744,141.276988367556
"Ea",15,6,29,-440.423911892816,126.853924794841,142.942690638755,125.882720569318,130.435709845136
"Ea",16,0,38,-589.946903327247,141.566318885903,148.210826715452,151.983082200807,147.953801214058
"Ea",39,18,69,-346.065121934207,115.236533907713,124.603647645492,157.1600452778,156.368348627331
"Eb",11,4,23,-830.397171020462,146.625700907484,152.950557698494,136.300582265033,148.252240631421
"Eb",15,7,24,-1161.26722864333,155.650208922209,145.489028638711,150.079766035461,145.60414439018
"Ea",21,9,41,-469.918226682399,139.23793060098,144.606665296589,143.011396049363,134.395161487434
"Ea",13,0,33,-479.505314479925,128.490308827373,157.26546349542,137.881513941197,121.491583737936
"Ea",9,0,22,-427.835877142955,135.829051120706,121.129098941857,118.98688624723,141.586180384991
"Eb",13,5,25,-706.620844323759,116.478441971271,149.583888600339,133.421451714859,135.39409453079
"Ea",14,2,41,-549.811827242535,126.127326626527,135.731798688424,133.538950640024,108.70194325522
"Ea",14,6,25,-472.80723622187,133.298790406308,137.868887219712,129.005779154358,148.91332719277
"Ea",10,0,21,-271.213975348033,121.092968513588,123.892716499541,128.300985286733,123.393039830522
"Ea",9,3,18,-386.23679902641,104.139641461689,151.649706644483,132.093260464405,159.231518647629
"Eb",8,0,28,-515.754164415915,130.123331244008,119.972651723173,134.879928019156,118.897259351492
"Ea",8,0,20,-272.656700939115,106.654325839686,108.400725955847,136.190230123663,136.038196943884
"Ea",8,0,39,-379.135135520796,112.628929490222,135.639986751657,133.172720449005,139.192585116775
"Ea",4,0,15,-516.022454507919,136.884635613435,125.451698038846,125.506048879372,128.270608719574
"Ea",1,0,11,-355.413720171532,113.199501843988,129.510059547515,125.391965531574,116.867358418303
"N",0,NA,NA,-968.625787635216,150.259486505731,156.540132777247,159.821637044313,143.041295447134
"Ea",21,4,44,-581.295666054838,123.502775203128,174.648396373876,160.47477372186,155.573413835922
"N",0,NA,NA,-707.518538276513,105.062468415401,144.128458936428,129.530353699844,172.224104299059
"Eb",5,0,17,-577.762866948319,134.786159911015,124.502820634434,130.094626976576,102.461576825232
"N",0,NA,NA,-864.463641283356,121.400068613167,137.99989774296,141.147022959751,138.203904005327
"Ea",13,2,28,-464.586918370659,160.314020073829,145.010483595521,125.719984554478,142.008818252759
"Ea",24,0,50,-463.544651636232,148.555876481004,150.172058268244,153.202128986436,139.219954203921
"N",0,NA,NA,-783.763466199931,135.218962642537,151.355004679355,134.487203498662,143.558883033636
"Eb",8,2,19,-685.353405615838,152.567564394774,138.794395407074,155.497265755797,139.343751973591
"Eb",9,3,19,-849.661693388908,128.883496820624,135.952421766063,131.664724301402,138.495020534768
"Ea",12,5,22,-602.049575907952,114.869798489489,149.064539603202,127.155242662175,120.366992132332
"Eb",17,4,35,-564.118948385107,116.685707616121,145.793979667086,110.685003720488,134.400685885854
"Eb",22,8,41,-754.760271324761,147.099001621309,147.781570970539,146.140639756911,135.35261546916
"Ea",5,0,25,-397.364550856996,107.628416860704,107.410573705093,127.636174100612,145.224155873408
"Ea",11,4,20,-411.021629846662,127.34533311281,132.219867147494,127.505209458975,118.693361836727
"Eb",7,2,16,-799.592965534089,133.141983271319,119.645948282072,141.069740335702,145.658257468862
"Ea",15,7,29,-439.959196651501,117.322239237407,147.46070678569,135.621866067414,154.383239059954
"Ea",19,7,31,-329.313805351182,149.404101208674,101.575101894036,142.734741791012,150.029975737759
"Eb",13,6,23,-592.297583042866,158.972271305893,137.408702486096,108.263594276024,146.787461300375
"Eb",8,0,18,-690.853021440058,163.728074465158,145.051892886489,107.120716454566,138.537531827221
"Ea",10,3,20,-436.133710143198,141.9044615624,132.537330873244,139.364403622946,137.941599154397
"Ea",13,4,26,-346.728624279543,141.651503206323,159.530631577039,119.013394917804,130.7484842837
"Ea",0,0,15,-563.639146802007,112.20874913107,120.004164284689,140.266730694442,127.938245801274
"Ea",6,0,21,-646.29963994348,140.385893312154,137.36008008805,123.763073126583,138.985637508864
"Ea",18,7,35,-315.034587789168,105.31065045569,146.173102494271,124.133129613066,115.45177278093
"Ea",4,0,10,-447.448450702575,102.313602424689,148.578110241424,134.939353526752,121.963821529474
"Ea",3,0,24,-388.872027537207,107.238412676673,105.155304788093,119.092335549763,163.959917999154
"Ea",11,4,21,-458.134957956764,142.863609560602,151.172099433535,146.462279911007,122.071580076026
"Eb",13,6,23,-820.862016937334,150.215954210197,156.201927672613,157.60040745489,138.472736417962
"N",0,NA,NA,-588.631278054032,136.234198874044,142.616893374195,156.086540692273,125.081178845589
"N",0,NA,NA,-1140.37435629617,137.38743175149,167.977983259918,146.471007824816,130.566685107064
"Eb",9,2,20,-760.569364082753,99.9573548100168,128.773568334473,140.544351073211,149.131882993359
"N",0,NA,NA,-512.269530361496,131.801015994964,128.362181239281,130.354843634914,140.500054557323
"Ea",0,0,12,-493.890239563954,123.568043353704,124.582239452056,104.425642224112,130.495820411066
"Eb",7,2,15,-599.558964286713,135.342249988059,155.097974325436,136.879775592439,164.642230544507
"Ea",14,5,27,-504.724634950333,121.665168529083,152.335489970231,176.914179796838,118.28248366552
"Ea",21,2,51,-492.217032690086,138.931473750695,148.739387406118,126.121435465772,103.343576398049
"Eb",10,5,16,-825.142221071409,148.303032684059,110.345074104105,128.067155047395,143.832295708348
"Ea",12,0,30,-433.617339115529,115.959478423037,125.848964275369,117.921370814718,136.506737138452
"Ea",13,3,25,-566.037220975717,142.590913977038,151.556140474166,128.136672679951,150.562365899055
"Eb",9,1,17,-492.099746903599,139.015594043689,134.285989693464,127.898537913119,115.394135608283
"Ea",13,4,24,-472.554702233871,136.377876240771,136.222883389018,160.97840579538,145.721350347178
"Ea",12,4,23,-567.473744237117,137.441008270997,105.926175326913,133.900229914208,148.612642252514
"Ea",11,3,23,-353.827142744335,122.11854504453,136.648457109886,119.397980547473,133.024942393083
