"model","lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
"N",0,NA,NA,3529.11620037565,15.2740195907147,15.3289006492487,15.3182404595054,15.3635914606925
"Na",0,NA,NA,3385.18514461806,15.4353406664842,15.5004336084965,15.3399072517005,15.504042231584
"Na",0,NA,NA,3286.13183596509,15.348634419979,15.4293477038449,15.4508276349665,15.2058594201873
"Nb",0,NA,NA,3495.55336687034,15.2748304006665,15.313614460762,15.2545454789205,15.4128343235737
"Nb",0,NA,NA,3552.77999720086,15.2811264554758,15.196784796142,15.3493276417015,15.2923694119091
"Na",0,NA,NA,3158.43531628885,15.3178016049263,15.2894546786229,15.3662938054676,15.2018030696092
"Nb",0,NA,NA,3576.95895032629,15.3361795301356,15.4088617870646,15.5100942013876,15.3505020483852
"Na",0,NA,NA,3464.81509442318,15.3426848705341,15.3537342901157,15.420386215986,15.2593385699261
"Na",0,NA,NA,3202.10710624776,15.3836827670539,15.4122606016971,15.3109963943735,15.277133065854
"Na",0,NA,NA,3410.87710736461,15.4179607651277,15.3833621954687,15.2989450793679,15.2942155594819
"Na",0,NA,NA,3549.91562390804,15.4151165769225,15.4108556462557,15.5060896496792,15.3287712524859
"Na",0,NA,NA,3487.25230858827,15.3384573945439,15.3504002686877,15.3999614894095,15.3511620185416
"Nb",0,NA,NA,3546.33396655281,15.205892705477,15.3592258189993,15.5167373144481,15.2688604538941
"Nb",0,NA,NA,3426.18000743694,15.5084811872236,15.5854439822553,15.6483923578682,15.3429000328056
"Na",0,NA,NA,3520.67782795305,15.4747910074146,15.4270229474665,15.4203961842623,15.3819712988298
"Na",0,NA,NA,3408.12826027225,15.3986138613057,15.4107535902704,15.5165849834502,15.3994284346205
"Nb",0,NA,NA,3467.62661752473,15.3752011485733,15.3480593316687,15.3319029934358,15.3710095052072
"Na",0,NA,NA,3174.98348368614,15.3064223815187,15.3449869399337,15.2453438228215,15.1239350964997
"Nb",0,NA,NA,3584.37952211133,15.3672173039193,15.3055577425041,15.2041412539993,15.2820884818769
"Nb",0,NA,NA,3501.66368469118,15.4327083176381,15.4026633211639,15.5172464205471,15.5010502916866
"Na",0,NA,NA,3330.22981817671,15.2059608200928,15.3282221544538,15.3139084294794,15.2036861693033
"Na",0,NA,NA,3257.69307028,15.1462005009324,15.3390002493562,15.3416156524792,15.1627529953656
"Na",0,NA,NA,3428.28728724898,15.3932488340388,15.4293513393163,15.4382672624505,15.4141593995663
"Nb",0,NA,NA,3613.30955555048,15.4239554392356,15.3052004844942,15.4547668742484,15.4428158975657
"Nb",0,NA,NA,3505.35179843007,15.3604199490181,15.3676083296198,15.4112579702887,15.2625416709047
"Na",0,NA,NA,3525.42867312003,15.3933618635919,15.3487059436664,15.3440394453238,15.2604872763804
"Na",0,NA,NA,3558.97038278954,15.3433404094005,15.3594565344632,15.3266177529399,15.331795288718
"Nb",0,NA,NA,3536.49348421543,15.3288924016193,15.3268790599856,15.2725306482616,15.31001456078
"Na",0,NA,NA,3419.18892688008,15.3833920243225,15.1668486878412,15.2668507080359,15.1696970465936
"Na",0,NA,NA,3399.40668354291,15.5537221547967,15.414972457069,15.4409019915703,15.4828720010684
"Nb",0,NA,NA,3391.84208850172,15.4075384703714,15.3843026331631,15.3672265921347,15.476027896733
"Na",0,NA,NA,3397.70354354555,15.2239324795616,15.3351479702229,15.3719892705524,15.2991036601409
"Na",0,NA,NA,3043.9517994754,15.3913177293607,15.2863960440349,15.4486279219574,14.9748856972082
"Nb",0,NA,NA,3593.9482969586,15.4677841494047,15.4799486238932,15.4760311043641,15.4346427811918
"Na",0,NA,NA,3233.87676568342,15.2334865866477,15.2948852908548,15.3958029152623,15.1618211674155
"Na",0,NA,NA,3255.9145154166,15.2953331945941,15.3428773918694,15.4952411578135,15.2516908613495
"Nb",0,NA,NA,3497.97638737173,15.4183575363275,15.3917291321707,15.3410061854439,15.3707358305156
"Nb",0,NA,NA,3574.74111190459,15.5071869844582,15.5213509197541,15.4617738316533,15.4855028552861
"Na",0,NA,NA,3447.32212863555,15.3199226805403,15.4023246497896,15.4525128514936,15.2824693040769
"Na",0,NA,NA,3469.68470983083,15.4601121035496,15.2497374958834,15.3838949314305,15.2716219339417
"Na",0,NA,NA,3326.80657643645,15.4033112964858,15.3697474721169,15.4838380623665,15.0348988024757
"Na",0,NA,NA,3453.04552911284,15.4228420107236,15.4961010151384,15.4382400991695,15.6145185961107
"Nb",0,NA,NA,3496.90401214198,15.2729989325333,15.4131269407287,15.3450817723387,15.3119804629857
"Nb",0,NA,NA,3542.20113877771,15.2944302822909,15.2738285406588,15.2779722738344,15.2386035637793
"Nb",0,NA,NA,3583.94554588933,15.4095830123121,15.439645967381,15.4610682662654,15.3233369150669
"Nb",0,NA,NA,3552.85446782285,15.3993477730588,15.2897507690463,15.3268686160223,15.3308130212105
"Nb",0,NA,NA,3543.4302236515,15.289089641174,15.2978770137262,15.402224427686,15.3500879377661
"Nb",0,NA,NA,3551.60944527932,15.3719204822341,15.2636750179142,15.3983913554601,15.318359396381
"Nb",0,NA,NA,3585.02095450701,15.2369489920876,15.2550174858439,15.3062498043684,15.3494474628702
"Na",0,NA,NA,3027.02638766315,15.3101861908408,15.2593853509672,15.4718787983782,14.9040745010386
"Na",0,NA,NA,3340.03270637653,15.4023600633912,15.4399466923133,15.2665724189595,15.2675944916116
"Na",0,NA,NA,3431.05114816844,15.2718686699093,15.4294154367338,15.4743440622086,15.2922363686916
"Na",0,NA,NA,3559.8598429796,15.4229229860524,15.450497433819,15.4609913221352,15.3333287846033
"Nb",0,NA,NA,3518.67374579171,15.4082037839966,15.3713476964253,15.4560744568306,15.3334052107347
"Na",0,NA,NA,3373.7614013906,15.2399156101633,15.342366935092,15.2276211360708,15.1997328141071
"Nb",0,NA,NA,3532.30299905462,15.2625662431742,15.2491615114051,15.2930755855218,15.2813630261248
"Eb",8,5,12,3509.36374262933,15.3892692526165,15.3375700626385,15.3397328754413,15.2780974217967
"Nb",0,NA,NA,3616.65390332988,15.4635824104841,15.4089033023796,15.4616818357018,15.3008425924074
"Na",0,NA,NA,3425.15761120899,15.442917701085,15.3637085883379,15.3338876534258,15.2389029517148
"Nb",0,NA,NA,3601.61186787443,15.4118897626844,15.5484226417223,15.3268724049336,15.3595188249996
"Nb",0,NA,NA,3434.72797420882,15.4138066697435,15.5346409706607,15.5039271671408,15.4469496867276
"Na",0,NA,NA,3515.2730230155,15.2056601686776,15.4670169357262,15.3674032366701,15.294331020716
"N",0,NA,NA,3627.39954934874,15.4073177289673,15.4114866838983,15.4365339058092,15.360845023953
"Eb",16,7,27,-690.493609150959,135.003735934714,140.562190432799,137.79116688058,153.178987446765
"Ea",16,8,26,-309.537698019245,132.909311288852,132.015704656984,151.387307213717,119.05610462902
"Ea",12,5,22,-478.277655745916,130.953384617523,130.998928272605,141.430702319811,119.693016482015
"N",0,NA,NA,-1162.93966113914,145.043332096882,149.741431491263,143.521313349948,140.518442542395
"Ea",5,0,16,-504.749867019035,118.685534346591,126.619785093801,156.648299254178,137.282404738269
"Ea",20,5,43,-439.126881778673,124.690102322027,141.740711369986,145.597822377561,107.40373138716
"Eb",20,9,38,-1079.95620781178,156.094264823456,166.323155243268,157.115414904666,144.875989243487
"N",0,NA,NA,-910.542228882454,149.561376184303,153.406074846367,144.18506572228,141.441144366331
"N",0,NA,NA,-790.883480500355,131.329104128746,129.093251315632,129.499252956004,172.20756774498
"N",0,NA,NA,-751.828269755693,144.235022087091,133.374331629842,133.239907784779,128.910430378137
"Eb",11,1,25,-853.95997713392,126.509936974192,150.69490671007,146.110804586187,142.088587817886
"Ea",4,0,30,-530.541411529211,132.967412347176,130.715361522522,135.325808328635,133.568882389395
"Eb",15,0,30,-669.815041780294,121.811297687525,148.504181093299,126.396118447269,139.699679323944
"N",0,NA,NA,-584.325699204091,136.875594186185,133.164669098197,133.39234773756,158.155269719664
"N",0,NA,NA,-713.546054158062,130.037569137266,130.211468793032,151.298944337056,135.086924338325
"N",0,NA,NA,-721.433550922417,131.191455004605,148.088393051494,132.809533328747,141.658326704946
"Ea",2,0,17,-401.107248175658,128.710155651492,123.795416033008,135.088253113223,123.131253591048
"Eb",5,0,18,-464.902160092149,122.023517469055,136.450710933453,135.136724987144,145.222066808754
"N",0,NA,NA,-843.492605139237,142.904558110568,140.232373407466,151.821033421977,143.158602573107
"Eb",13,6,23,-701.475645531804,156.48685800052,130.41811929099,134.926327142513,142.255753757022
"N",0,NA,NA,-1072.55642906941,144.129192907877,163.594698092093,149.839501109762,139.770384962729
"Eb",15,2,34,-555.075162989886,137.421118064454,139.514690417294,131.808561503629,151.167326248083
"Eb",16,5,29,-842.681410598526,151.39023046227,175.337546527837,153.004120402303,144.513928561005
"Ea",10,2,23,-680.294053184567,147.735370784421,118.602906081837,137.444776842493,105.935634147381
"Eb",9,3,21,-697.867408437166,140.332660007872,127.764529975032,124.178932574426,138.459492746847
"N",0,NA,NA,-851.312769665225,148.816538312447,140.983424779898,139.18697403364,127.348987438927
"Eb",11,6,17,-879.332101774675,135.128969543028,154.930113838956,162.79769100787,132.83672219744
"Ea",8,1,17,-665.00684746748,134.479099959094,146.131931700355,141.941775753886,120.297408637046
"N",0,NA,NA,-786.58787202352,146.22944568316,127.524390999462,158.527864172733,116.918608267066
"Eb",13,7,22,-1032.13243760602,127.914922072233,141.532096951021,155.314730670621,143.845266016297
"Eb",11,5,19,-476.618533279726,125.585111674396,129.855464631392,139.678806537449,155.248164309745
"Eb",8,2,14,-695.908201519681,143.252809554142,142.627071667106,146.426457506205,128.850039449846
"Eb",11,0,24,-533.20319680111,122.547265715534,129.003872671939,140.928507103165,132.016059963114
"Ea",8,0,32,-541.277770476546,122.555812754749,131.625534162194,121.253111305259,144.121834366227
"Ea",11,2,26,-425.566006091412,137.94111718532,125.573044027918,147.77825412444,132.667611588935
"Ea",13,0,32,-509.281009354841,119.766472786678,131.901703453997,128.102324178419,135.90718759693
"Eb",11,5,19,-699.701424824449,114.815434936926,148.322241925757,152.693476825596,114.131170005184
"Ea",6,0,16,-532.50944293753,119.7759052988,133.426049616839,156.697701099689,134.317230229628
"Eb",8,1,16,-805.385398554003,139.503582814173,146.365591913615,149.883833298873,157.531476216633
"Ea",11,2,28,-499.434919588352,124.497178243463,149.912539705474,134.004992042972,140.741392116336
"N",0,NA,NA,-1107.45161777094,150.230501825864,149.68866229561,152.066694858909,158.770123761321
"Ea",13,6,21,-422.076250387666,102.381086727177,123.591465571818,161.486707892104,133.203042321284
"Eb",13,5,26,-885.356038206257,150.882288622147,142.232763786894,152.421997806418,118.401370898322
"N",0,NA,NA,-565.216909439958,129.664598792474,137.787019946805,156.327736268756,137.749018288573
"Eb",17,9,28,-558.500577353994,120.626540961382,124.722874762242,145.338392576575,134.361953628481
"Eb",13,4,24,-753.993611247504,132.411584638375,136.591650569387,134.43049564521,138.23828139206
"Eb",16,4,34,-620.088791327149,133.517490332218,138.117485997936,143.794591338854,138.556320215656
"Eb",12,6,22,-578.987031970034,154.856596329068,135.97332319875,139.705842672523,127.335980570163
"N",0,NA,NA,-669.593719116105,143.000001124083,136.69074610423,135.884713549274,122.055381936185
"N",0,NA,NA,-1070.91560134925,131.055682864209,148.805690720759,152.790269572039,136.811060140826
"Ea",14,2,34,-498.633516488518,134.457847455516,134.652295952928,150.003516586257,129.246231543736
"Eb",10,4,18,-718.111042566492,101.618036733022,154.181991544185,153.10955932555,132.201437857562
"Ea",7,0,17,-416.649560579243,128.750216058512,119.446500984322,129.7397249712,114.383283872572
"Ea",10,2,24,-558.115270200104,147.779897795934,138.629435338393,130.078276304705,97.6201717521786
"N",0,NA,NA,-570.599219528033,129.658944776065,132.228757033826,158.857527738508,146.995330232863
"N",0,NA,NA,-1048.96862455689,156.338394913825,155.609669057568,151.998927509417,154.5248014029
"Ea",11,2,25,-450.448291679176,109.484610170491,155.406679692643,133.445693811734,154.586326618994
"Ea",12,0,33,-257.319149727039,115.827634181078,130.216977198756,137.359907396747,131.265327466119
"Ea",10,3,21,-680.741374975578,154.648119517682,125.081767360721,152.030476154399,153.972641100734
"Ea",6,0,22,-592.129232811585,126.73265984064,134.244011812883,140.528690162089,127.799796621607
"Eb",8,1,19,-553.260395174282,139.373813322915,121.946068037691,150.894092033582,138.392414681805
"N",0,NA,NA,-1020.72542185509,132.12745209686,151.457525831303,157.989174011763,155.495414101065
"N",0,NA,NA,-1003.50316344653,142.785142299867,141.514441870878,149.650979235292,139.940604224531
"Ea",8,1,18,-447.820740328391,125.287295379718,145.345954008716,164.57629949128,114.754530956804
"Ea",9,0,23,-347.472227667616,130.161446179254,120.746606534588,138.344058724798,146.194445835069
"N",0,NA,NA,-598.554369148999,131.48853871588,144.619479356016,110.219158465317,123.372411807118
"Ea",29,2,60,-490.834271702415,122.392133015971,144.437388586645,102.948107164995,117.989435916419
"Eb",15,5,29,-604.816881122512,138.887740448314,146.892343324654,147.70191914261,141.390235592003
"Ea",4,0,14,-572.519039069888,118.969786532289,170.310079394679,137.479918419132,126.795346986796
"Ea",14,1,32,-398.031829843447,129.190107660172,139.761816191599,120.721017347028,125.024630757992
"Eb",3,0,11,-519.793831975461,121.314174915049,122.542392325515,150.735611533083,109.081045145456
"Eb",10,3,19,-731.821806091435,150.427931968532,146.223297497259,136.317913377143,120.34538151626
"N",0,NA,NA,-564.332785556106,134.162829106712,128.023330845381,192.818589008558,124.738588196638
"Eb",10,5,16,-831.99981929828,113.66131675071,157.662328410727,150.918051011554,131.882789787294
"Ea",6,0,18,-581.927725245268,144.972272112132,128.313730928778,134.199386483086,119.871063721343
"Ea",11,3,23,-579.852934759341,105.836932040317,130.986523696024,146.681489232319,127.233220530528
"Ea",15,4,32,-533.412025927238,128.969727322543,132.520944032124,135.156661985717,135.688551188554
"N",0,NA,NA,-1002.19159427189,148.938058077462,151.141767158431,134.546472620428,123.75695209804
"N",0,NA,NA,-875.346636668423,153.642673562941,148.588079622491,151.267302865791,132.852410763956
"Ea",16,4,36,-534.210574246891,133.915091589838,116.251703853226,135.799664813856,131.428000169575
"Eb",1,0,10,-513.628841875084,134.967389637745,132.83928653723,151.339806156809,119.312178499515
"Eb",22,7,42,-652.53612649352,147.757508268014,147.317599271153,167.484895606365,142.620462528356
"Eb",23,6,45,-705.641808393624,144.016918884564,143.38483950257,145.934806839949,117.667115295867
"Eb",16,8,27,-912.835582561853,115.007972637119,143.426180207613,152.908120954419,144.827669708771
"Eb",8,3,16,-746.057243851697,119.307243643768,147.566799286529,144.99164551569,108.673315637131
"N",0,NA,NA,-522.144085410712,137.734467982186,133.992854400994,150.029259559153,132.493624303712
"N",0,NA,NA,-1099.31025840235,140.221867525501,153.358638288215,131.660999369929,137.380732537317
"Eb",20,8,38,-835.707950803753,134.288916441753,165.027149607568,158.12333321204,137.880388715375
"Ea",4,0,21,-496.077284171889,130.434583382298,125.925763757268,101.477878462624,132.863473240707
"Eb",12,5,23,-622.038681906933,125.926270711045,127.95919115485,133.26198434785,145.195028286607
"Ea",9,0,21,-801.733648411344,128.095591396646,133.037763908141,152.098911557524,140.332795434204
"Eb",11,4,20,-620.100622124394,134.477450363698,126.850897528529,140.394976934942,121.603493590196
"Eb",17,5,38,-736.626101334145,142.4852678966,135.283619359094,139.679252229443,145.18529698632
"Eb",25,13,41,-501.193274348574,144.319250782021,128.260406052515,137.329702025402,141.107352487029
"Ea",33,11,55,-526.69100813682,138.325540544133,153.358873282083,151.893122181337,155.669160654774
"Eb",12,4,23,-552.500587181429,119.930414225308,110.676856369533,141.150063836411,134.990568198439
"Eb",7,2,16,-514.499678517972,149.733916684335,150.244133483044,141.701717374418,109.955538405845
"Eb",13,6,25,-797.89527393165,141.071589007458,107.27536213095,101.808516253447,151.204733802858
"Eb",19,0,38,-636.281618430587,117.679613600113,142.357712404896,140.100965074298,142.966633127097
"Ea",7,2,17,-790.061908418409,134.397968422868,150.630064236934,156.345367425842,115.511826147304
"Eb",9,5,16,-854.784284350126,125.273664033198,152.469355002796,137.711457912414,110.135236075867
"Ea",18,5,35,-486.153429063629,123.084598669871,144.989820320399,136.458480369533,132.088941510201
"Eb",10,3,20,-770.07124701373,118.702157451795,133.817236094064,162.923553609828,147.304806182341
"N",0,NA,NA,-1088.20355258171,150.277367726924,140.826983641023,113.270699529779,138.006490755506
"Eb",18,5,34,-936.347416831883,139.067550579442,134.752765379267,146.339067776073,140.276496057475
"Ea",7,0,40,-410.345605674927,138.853875452795,132.276079030046,147.699829015775,99.6030286510305
"N",0,NA,NA,-767.491534079828,120.514381076921,152.756754781792,136.915068415927,107.04585424046
"Ea",10,0,27,-510.615552210308,121.836191620708,157.384643186127,131.074384441305,125.4303484655
"N",0,NA,NA,-596.819619486303,170.929034472201,132.655437338871,137.405884016375,136.404489917503
"Eb",10,2,22,-787.253908737295,152.001867441629,143.253436660486,138.6296387757,110.518690328577
"N",0,NA,NA,-804.398128586032,159.93500189097,100.463672118723,156.41171907192,137.70914694978
"N",0,NA,NA,-914.394908025112,160.897823616035,122.610245950131,138.331516491847,140.567500730302
"Eb",14,4,27,-527.082176674882,120.889735431953,129.056990601186,155.546729896344,127.475004972287
"Ea",6,0,18,-443.827926778669,134.834765008496,125.766245109255,148.896406131004,122.479527014956
"Eb",15,7,26,-592.211022431308,122.947464757978,166.091755585087,151.137222766898,150.877065132031
"N",0,NA,NA,-903.197800773815,138.756368365115,124.987980198002,140.509530092217,155.554060446036
"N",0,NA,NA,-779.078837109335,170.392145744969,128.273644163635,138.399693679414,123.218135682088
"Ea",15,6,30,-617.634018123351,122.858092968617,109.676793149659,150.920967960999,142.888864001379
"Ea",10,2,26,-476.376820529156,131.311260699757,126.950467902031,148.315452814336,148.539981470792
"Eb",15,4,31,-667.657381659788,128.091326768282,137.895684000425,149.873462666689,136.435682354156
"Ea",0,0,20,-433.967498296528,128.321835741573,143.231176986459,133.244809583056,113.28649886426
"N",0,NA,NA,-991.277125268835,122.955124690198,139.412288533281,153.163109868789,148.863731238658
"N",0,NA,NA,-938.131386428317,142.619411208182,150.792190552579,139.586031995784,145.334985765709
"Eb",14,7,23,-633.395357323521,138.275733813283,146.00037643304,153.495037440324,121.515341970468
"Eb",12,3,29,-589.333613273395,142.584543037401,151.375788459556,166.888352061485,137.618017223844
"Ea",11,3,24,-666.615910179398,143.25468768164,139.237360837055,151.306496588736,147.505182350694
"Ea",13,6,22,-585.61641478543,157.143422149489,137.239930582561,153.133387030392,126.280182774991
"Eb",13,5,25,-938.241192819827,108.877732276197,145.557482577197,134.249131825878,128.485527089287
"N",0,NA,NA,-965.725005308549,136.315742206858,146.428993160386,193.683253298809,138.390099603363
"N",0,NA,NA,-745.323551010511,117.590959143133,137.960030133402,148.494784166676,135.285198155391
